	sub_id	filename_prefix	tracked_point	event_type	ix_ref	ix_pred
3214	pp028	sub-pp028_task-walkSlow	left_ankle	IC	328	327
3215	pp028	sub-pp028_task-walkSlow	left_ankle	IC	600	600
3216	pp028	sub-pp028_task-walkSlow	left_ankle	IC	863	865
3217	pp028	sub-pp028_task-walkSlow	left_ankle	IC	1159	1165
3218	pp028	sub-pp028_task-walkSlow	left_ankle	FC	230	231
3219	pp028	sub-pp028_task-walkSlow	left_ankle	FC	497	495
3220	pp028	sub-pp028_task-walkSlow	left_ankle	FC	767	765
3221	pp028	sub-pp028_task-walkSlow	left_ankle	FC	1050	1049
3222	pp028	sub-pp028_task-walkSlow	right_ankle	IC	190	190
3223	pp028	sub-pp028_task-walkSlow	right_ankle	IC	461	460
3224	pp028	sub-pp028_task-walkSlow	right_ankle	IC	726	727
3225	pp028	sub-pp028_task-walkSlow	right_ankle	IC	1008	1007
3226	pp028	sub-pp028_task-walkSlow	right_ankle	FC	96	100
3227	pp028	sub-pp028_task-walkSlow	right_ankle	FC	363	368
3228	pp028	sub-pp028_task-walkSlow	right_ankle	FC	637	641
3229	pp028	sub-pp028_task-walkSlow	right_ankle	FC	907	911
3230	pp028	sub-pp028_task-walkSlow	right_ankle	FC	1212	1212
3231	pp028	sub-pp028_task-walkSlow	left_shank	IC	56	55
3232	pp028	sub-pp028_task-walkSlow	left_shank	IC	328	327
3233	pp028	sub-pp028_task-walkSlow	left_shank	IC	600	600
3234	pp028	sub-pp028_task-walkSlow	left_shank	IC	863	861
3235	pp028	sub-pp028_task-walkSlow	left_shank	IC	1159	1166
3236	pp028	sub-pp028_task-walkSlow	left_shank	FC	230	233
3237	pp028	sub-pp028_task-walkSlow	left_shank	FC	497	500
3238	pp028	sub-pp028_task-walkSlow	left_shank	FC	767	769
3239	pp028	sub-pp028_task-walkSlow	left_shank	FC	1050	1053
3240	pp028	sub-pp028_task-walkSlow	right_shank	IC	190	191
3241	pp028	sub-pp028_task-walkSlow	right_shank	IC	461	459
3242	pp028	sub-pp028_task-walkSlow	right_shank	IC	726	725
3243	pp028	sub-pp028_task-walkSlow	right_shank	IC	1008	1008
3244	pp028	sub-pp028_task-walkSlow	right_shank	FC	96	95
3245	pp028	sub-pp028_task-walkSlow	right_shank	FC	363	363
3246	pp028	sub-pp028_task-walkSlow	right_shank	FC	637	635
3247	pp028	sub-pp028_task-walkSlow	right_shank	FC	907	906
3248	pp028	sub-pp028_task-walkSlow	right_shank	FC	1212	1210
3249	pp065	sub-pp065_task-walkFast	left_ankle	IC	40	39
3250	pp065	sub-pp065_task-walkFast	left_ankle	IC	234	232
3251	pp065	sub-pp065_task-walkFast	left_ankle	IC	424	423
3252	pp065	sub-pp065_task-walkFast	left_ankle	FC	151	154
3253	pp065	sub-pp065_task-walkFast	left_ankle	FC	345	348
3254	pp065	sub-pp065_task-walkFast	left_ankle	FC	542	545
3255	pp065	sub-pp065_task-walkFast	right_ankle	IC	136	135
3256	pp065	sub-pp065_task-walkFast	right_ankle	IC	328	327
3257	pp065	sub-pp065_task-walkFast	right_ankle	IC	524	523
3258	pp065	sub-pp065_task-walkFast	right_ankle	FC	47	56
3259	pp065	sub-pp065_task-walkFast	right_ankle	FC	243	254
3260	pp065	sub-pp065_task-walkFast	right_ankle	FC	437	447
3261	pp065	sub-pp065_task-walkFast	left_shank	IC	40	43
3262	pp065	sub-pp065_task-walkFast	left_shank	IC	234	237
3263	pp065	sub-pp065_task-walkFast	left_shank	IC	424	428
3264	pp065	sub-pp065_task-walkFast	left_shank	FC	151	152
3265	pp065	sub-pp065_task-walkFast	left_shank	FC	345	346
3266	pp065	sub-pp065_task-walkFast	left_shank	FC	542	546
3267	pp065	sub-pp065_task-walkFast	right_shank	IC	136	138
3268	pp065	sub-pp065_task-walkFast	right_shank	IC	328	333
3269	pp065	sub-pp065_task-walkFast	right_shank	IC	524	525
3270	pp065	sub-pp065_task-walkFast	right_shank	FC	47	58
3271	pp065	sub-pp065_task-walkFast	right_shank	FC	243	250
3272	pp065	sub-pp065_task-walkFast	right_shank	FC	437	445
3273	pp065	sub-pp065_task-walkPreferred	left_ankle	IC	157	155
3274	pp065	sub-pp065_task-walkPreferred	left_ankle	IC	359	356
3275	pp065	sub-pp065_task-walkPreferred	left_ankle	IC	557	555
3276	pp065	sub-pp065_task-walkPreferred	left_ankle	IC	758	757
3277	pp065	sub-pp065_task-walkPreferred	left_ankle	FC	70	74
3278	pp065	sub-pp065_task-walkPreferred	left_ankle	FC	280	280
3279	pp065	sub-pp065_task-walkPreferred	left_ankle	FC	480	481
3280	pp065	sub-pp065_task-walkPreferred	left_ankle	FC	682	682
3281	pp065	sub-pp065_task-walkPreferred	right_ankle	IC	28	
3282	pp065	sub-pp065_task-walkPreferred	right_ankle	IC	257	257
3283	pp065	sub-pp065_task-walkPreferred	right_ankle	IC	453	456
3284	pp065	sub-pp065_task-walkPreferred	right_ankle	IC	655	657
3285	pp065	sub-pp065_task-walkPreferred	right_ankle	FC	169	177
3286	pp065	sub-pp065_task-walkPreferred	right_ankle	FC	373	383
3287	pp065	sub-pp065_task-walkPreferred	right_ankle	FC	580	583
3288	pp065	sub-pp065_task-walkPreferred	right_ankle	FC	775	787
3289	pp065	sub-pp065_task-walkPreferred	left_shank	IC	157	163
3290	pp065	sub-pp065_task-walkPreferred	left_shank	IC	359	361
3291	pp065	sub-pp065_task-walkPreferred	left_shank	IC	557	562
3292	pp065	sub-pp065_task-walkPreferred	left_shank	IC	758	765
3293	pp065	sub-pp065_task-walkPreferred	left_shank	FC	70	74
3294	pp065	sub-pp065_task-walkPreferred	left_shank	FC	280	280
3295	pp065	sub-pp065_task-walkPreferred	left_shank	FC	480	480
3296	pp065	sub-pp065_task-walkPreferred	left_shank	FC	682	684
3297	pp065	sub-pp065_task-walkPreferred	right_shank	IC	28	
3298	pp065	sub-pp065_task-walkPreferred	right_shank	IC	257	262
3299	pp065	sub-pp065_task-walkPreferred	right_shank	IC	453	459
3300	pp065	sub-pp065_task-walkPreferred	right_shank	IC	655	661
3301	pp065	sub-pp065_task-walkPreferred	right_shank	FC	169	177
3302	pp065	sub-pp065_task-walkPreferred	right_shank	FC	373	379
3303	pp065	sub-pp065_task-walkPreferred	right_shank	FC	580	580
3304	pp065	sub-pp065_task-walkPreferred	right_shank	FC	775	782
3305	pp065	sub-pp065_task-walkSlow	left_ankle	IC	42	40
3306	pp065	sub-pp065_task-walkSlow	left_ankle	IC	268	267
3307	pp065	sub-pp065_task-walkSlow	left_ankle	IC	494	488
3308	pp065	sub-pp065_task-walkSlow	left_ankle	IC	712	711
3309	pp065	sub-pp065_task-walkSlow	left_ankle	FC	184	185
3310	pp065	sub-pp065_task-walkSlow	left_ankle	FC	407	410
3311	pp065	sub-pp065_task-walkSlow	left_ankle	FC	631	632
3312	pp065	sub-pp065_task-walkSlow	left_ankle	FC	862	861
3313	pp065	sub-pp065_task-walkSlow	right_ankle	IC	148	153
3314	pp065	sub-pp065_task-walkSlow	right_ankle	IC	375	379
3315	pp065	sub-pp065_task-walkSlow	right_ankle	IC	593	599
3316	pp065	sub-pp065_task-walkSlow	right_ankle	IC	829	828
3317	pp065	sub-pp065_task-walkSlow	right_ankle	FC	63	73
3318	pp065	sub-pp065_task-walkSlow	right_ankle	FC	285	297
3319	pp065	sub-pp065_task-walkSlow	right_ankle	FC	518	521
3320	pp065	sub-pp065_task-walkSlow	right_ankle	FC	732	745
3321	pp065	sub-pp065_task-walkSlow	left_shank	IC	42	43
3322	pp065	sub-pp065_task-walkSlow	left_shank	IC	268	271
3323	pp065	sub-pp065_task-walkSlow	left_shank	IC	494	493
3324	pp065	sub-pp065_task-walkSlow	left_shank	IC	712	718
3325	pp065	sub-pp065_task-walkSlow	left_shank	FC	184	184
3326	pp065	sub-pp065_task-walkSlow	left_shank	FC	407	405
3327	pp065	sub-pp065_task-walkSlow	left_shank	FC	631	630
3328	pp065	sub-pp065_task-walkSlow	left_shank	FC	862	859
3329	pp065	sub-pp065_task-walkSlow	right_shank	IC	148	156
3330	pp065	sub-pp065_task-walkSlow	right_shank	IC	375	376
3331	pp065	sub-pp065_task-walkSlow	right_shank	IC	593	602
3332	pp065	sub-pp065_task-walkSlow	right_shank	IC	829	827
3333	pp065	sub-pp065_task-walkSlow	right_shank	FC	63	71
3334	pp065	sub-pp065_task-walkSlow	right_shank	FC	285	293
3335	pp065	sub-pp065_task-walkSlow	right_shank	FC	518	516
3336	pp065	sub-pp065_task-walkSlow	right_shank	FC	732	740
3337	pp140	sub-pp140_task-walkFast_run-on	left_ankle	IC	41	43
3338	pp140	sub-pp140_task-walkFast_run-on	left_ankle	IC	245	251
3339	pp140	sub-pp140_task-walkFast_run-on	left_ankle	IC	451	455
3340	pp140	sub-pp140_task-walkFast_run-on	left_ankle	IC	661	661
3341	pp140	sub-pp140_task-walkFast_run-on	left_ankle	FC	176	177
3342	pp140	sub-pp140_task-walkFast_run-on	left_ankle	FC	382	384
3343	pp140	sub-pp140_task-walkFast_run-on	left_ankle	FC	584	584
3344	pp140	sub-pp140_task-walkFast_run-on	left_ankle	FC	809	821
3345	pp140	sub-pp140_task-walkFast_run-on	right_ankle	IC	146	147
3346	pp140	sub-pp140_task-walkFast_run-on	right_ankle	IC	353	351
3347	pp140	sub-pp140_task-walkFast_run-on	right_ankle	IC	553	554
3348	pp140	sub-pp140_task-walkFast_run-on	right_ankle	IC	773	781
3349	pp140	sub-pp140_task-walkFast_run-on	right_ankle	FC	50	68
3350	pp140	sub-pp140_task-walkFast_run-on	right_ankle	FC	265	276
3351	pp140	sub-pp140_task-walkFast_run-on	right_ankle	FC	468	480
3352	pp140	sub-pp140_task-walkFast_run-on	right_ankle	FC	696	699
3353	pp140	sub-pp140_task-walkFast_run-on	left_shank	IC	41	43
3354	pp140	sub-pp140_task-walkFast_run-on	left_shank	IC	245	250
3355	pp140	sub-pp140_task-walkFast_run-on	left_shank	IC	451	455
3356	pp140	sub-pp140_task-walkFast_run-on	left_shank	IC	661	662
3357	pp140	sub-pp140_task-walkFast_run-on	left_shank	FC	176	178
3358	pp140	sub-pp140_task-walkFast_run-on	left_shank	FC	382	383
3359	pp140	sub-pp140_task-walkFast_run-on	left_shank	FC	584	584
3360	pp140	sub-pp140_task-walkFast_run-on	left_shank	FC	809	822
3361	pp140	sub-pp140_task-walkFast_run-on	right_shank	IC	146	150
3362	pp140	sub-pp140_task-walkFast_run-on	right_shank	IC	353	351
3363	pp140	sub-pp140_task-walkFast_run-on	right_shank	IC	553	556
3364	pp140	sub-pp140_task-walkFast_run-on	right_shank	IC	773	783
3365	pp140	sub-pp140_task-walkFast_run-on	right_shank	FC	50	68
3366	pp140	sub-pp140_task-walkFast_run-on	right_shank	FC	265	275
3367	pp140	sub-pp140_task-walkFast_run-on	right_shank	FC	468	480
3368	pp140	sub-pp140_task-walkFast_run-on	right_shank	FC	696	694
3369	pp140	sub-pp140_task-walkPreferred_run-on	left_ankle	IC	387	
3370	pp140	sub-pp140_task-walkPreferred_run-on	left_ankle	IC	635	639
3371	pp140	sub-pp140_task-walkPreferred_run-on	left_ankle	IC	861	867
3372	pp140	sub-pp140_task-walkPreferred_run-on	left_ankle	IC	1087	1092
3373	pp140	sub-pp140_task-walkPreferred_run-on	left_ankle	IC	1327	1326
3374	pp140	sub-pp140_task-walkPreferred_run-on	left_ankle	FC	300	
3375	pp140	sub-pp140_task-walkPreferred_run-on	left_ankle	FC	555	551
3376	pp140	sub-pp140_task-walkPreferred_run-on	left_ankle	FC	786	788
3377	pp140	sub-pp140_task-walkPreferred_run-on	left_ankle	FC	1011	1010
3378	pp140	sub-pp140_task-walkPreferred_run-on	left_ankle	FC	1251	1248
3379	pp140	sub-pp140_task-walkPreferred_run-on	right_ankle	IC	518	521
3380	pp140	sub-pp140_task-walkPreferred_run-on	right_ankle	IC	754	752
3381	pp140	sub-pp140_task-walkPreferred_run-on	right_ankle	IC	978	978
3382	pp140	sub-pp140_task-walkPreferred_run-on	right_ankle	IC	1207	1211
3383	pp140	sub-pp140_task-walkPreferred_run-on	right_ankle	IC		34
3384	pp140	sub-pp140_task-walkPreferred_run-on	right_ankle	FC	436	434
3385	pp140	sub-pp140_task-walkPreferred_run-on	right_ankle	FC	672	672
3386	pp140	sub-pp140_task-walkPreferred_run-on	right_ankle	FC	898	898
3387	pp140	sub-pp140_task-walkPreferred_run-on	right_ankle	FC	1129	1130
3388	pp140	sub-pp140_task-walkPreferred_run-on	right_ankle	FC	1364	
3389	pp140	sub-pp140_task-walkPreferred_run-on	left_shank	IC	387	386
3390	pp140	sub-pp140_task-walkPreferred_run-on	left_shank	IC	635	641
3391	pp140	sub-pp140_task-walkPreferred_run-on	left_shank	IC	861	870
3392	pp140	sub-pp140_task-walkPreferred_run-on	left_shank	IC	1087	1088
3393	pp140	sub-pp140_task-walkPreferred_run-on	left_shank	IC	1327	1328
3394	pp140	sub-pp140_task-walkPreferred_run-on	left_shank	FC	300	
3395	pp140	sub-pp140_task-walkPreferred_run-on	left_shank	FC	555	556
3396	pp140	sub-pp140_task-walkPreferred_run-on	left_shank	FC	786	785
3397	pp140	sub-pp140_task-walkPreferred_run-on	left_shank	FC	1011	1010
3398	pp140	sub-pp140_task-walkPreferred_run-on	left_shank	FC	1251	1250
3399	pp140	sub-pp140_task-walkPreferred_run-on	right_shank	IC	518	518
3400	pp140	sub-pp140_task-walkPreferred_run-on	right_shank	IC	754	753
3401	pp140	sub-pp140_task-walkPreferred_run-on	right_shank	IC	978	981
3402	pp140	sub-pp140_task-walkPreferred_run-on	right_shank	IC	1207	1212
3403	pp140	sub-pp140_task-walkPreferred_run-on	right_shank	IC		26
3404	pp140	sub-pp140_task-walkPreferred_run-on	right_shank	FC	436	435
3405	pp140	sub-pp140_task-walkPreferred_run-on	right_shank	FC	672	671
3406	pp140	sub-pp140_task-walkPreferred_run-on	right_shank	FC	898	897
3407	pp140	sub-pp140_task-walkPreferred_run-on	right_shank	FC	1129	1130
3408	pp140	sub-pp140_task-walkPreferred_run-on	right_shank	FC	1364	1361
3409	pp140	sub-pp140_task-walkSlow_run-on	left_ankle	IC	186	188
3410	pp140	sub-pp140_task-walkSlow_run-on	left_ankle	IC	500	502
3411	pp140	sub-pp140_task-walkSlow_run-on	left_ankle	IC	806	810
3412	pp140	sub-pp140_task-walkSlow_run-on	left_ankle	IC	1104	1108
3413	pp140	sub-pp140_task-walkSlow_run-on	left_ankle	IC	1405	1408
3414	pp140	sub-pp140_task-walkSlow_run-on	left_ankle	IC	1713	1716
3415	pp140	sub-pp140_task-walkSlow_run-on	left_ankle	FC	70	93
3416	pp140	sub-pp140_task-walkSlow_run-on	left_ankle	FC	414	415
3417	pp140	sub-pp140_task-walkSlow_run-on	left_ankle	FC	723	723
3418	pp140	sub-pp140_task-walkSlow_run-on	left_ankle	FC	1024	1024
3419	pp140	sub-pp140_task-walkSlow_run-on	left_ankle	FC	1294	1314
3420	pp140	sub-pp140_task-walkSlow_run-on	left_ankle	FC	1605	1623
3421	pp140	sub-pp140_task-walkSlow_run-on	left_ankle	FC	1951	
3422	pp140	sub-pp140_task-walkSlow_run-on	right_ankle	IC	7	14
3423	pp140	sub-pp140_task-walkSlow_run-on	right_ankle	IC	350	356
3424	pp140	sub-pp140_task-walkSlow_run-on	right_ankle	IC	662	667
3425	pp140	sub-pp140_task-walkSlow_run-on	right_ankle	IC	960	966
3426	pp140	sub-pp140_task-walkSlow_run-on	right_ankle	IC	1252	1260
3427	pp140	sub-pp140_task-walkSlow_run-on	right_ankle	IC	1556	1565
3428	pp140	sub-pp140_task-walkSlow_run-on	right_ankle	IC	1879	1887
3429	pp140	sub-pp140_task-walkSlow_run-on	right_ankle	FC	264	267
3430	pp140	sub-pp140_task-walkSlow_run-on	right_ankle	FC	568	565
3431	pp140	sub-pp140_task-walkSlow_run-on	right_ankle	FC	877	877
3432	pp140	sub-pp140_task-walkSlow_run-on	right_ankle	FC	1166	1164
3433	pp140	sub-pp140_task-walkSlow_run-on	right_ankle	FC	1481	1482
3434	pp140	sub-pp140_task-walkSlow_run-on	right_ankle	FC	1791	1794
3435	pp140	sub-pp140_task-walkSlow_run-on	left_shank	IC	186	185
3436	pp140	sub-pp140_task-walkSlow_run-on	left_shank	IC	500	507
3437	pp140	sub-pp140_task-walkSlow_run-on	left_shank	IC	806	811
3438	pp140	sub-pp140_task-walkSlow_run-on	left_shank	IC	1104	1108
3439	pp140	sub-pp140_task-walkSlow_run-on	left_shank	IC	1405	1413
3440	pp140	sub-pp140_task-walkSlow_run-on	left_shank	IC	1713	1715
3441	pp140	sub-pp140_task-walkSlow_run-on	left_shank	FC	70	93
3442	pp140	sub-pp140_task-walkSlow_run-on	left_shank	FC	414	415
3443	pp140	sub-pp140_task-walkSlow_run-on	left_shank	FC	723	723
3444	pp140	sub-pp140_task-walkSlow_run-on	left_shank	FC	1024	1024
3445	pp140	sub-pp140_task-walkSlow_run-on	left_shank	FC	1294	1313
3446	pp140	sub-pp140_task-walkSlow_run-on	left_shank	FC	1605	1619
3447	pp140	sub-pp140_task-walkSlow_run-on	left_shank	FC	1951	
3448	pp140	sub-pp140_task-walkSlow_run-on	right_shank	IC	7	15
3449	pp140	sub-pp140_task-walkSlow_run-on	right_shank	IC	350	351
3450	pp140	sub-pp140_task-walkSlow_run-on	right_shank	IC	662	666
3451	pp140	sub-pp140_task-walkSlow_run-on	right_shank	IC	960	965
3452	pp140	sub-pp140_task-walkSlow_run-on	right_shank	IC	1252	1260
3453	pp140	sub-pp140_task-walkSlow_run-on	right_shank	IC	1556	1564
3454	pp140	sub-pp140_task-walkSlow_run-on	right_shank	IC	1879	1889
3455	pp140	sub-pp140_task-walkSlow_run-on	right_shank	FC	264	264
3456	pp140	sub-pp140_task-walkSlow_run-on	right_shank	FC	568	567
3457	pp140	sub-pp140_task-walkSlow_run-on	right_shank	FC	877	877
3458	pp140	sub-pp140_task-walkSlow_run-on	right_shank	FC	1166	1164
3459	pp140	sub-pp140_task-walkSlow_run-on	right_shank	FC	1481	1481
3460	pp140	sub-pp140_task-walkSlow_run-on	right_shank	FC	1791	1790
3461	pp069	sub-pp069_task-walkFast_run-off	left_ankle	IC	142	141
3462	pp069	sub-pp069_task-walkFast_run-off	left_ankle	IC	338	337
3463	pp069	sub-pp069_task-walkFast_run-off	left_ankle	IC	537	536
3464	pp069	sub-pp069_task-walkFast_run-off	left_ankle	FC	60	62
3465	pp069	sub-pp069_task-walkFast_run-off	left_ankle	FC	258	260
3466	pp069	sub-pp069_task-walkFast_run-off	left_ankle	FC	459	456
3467	pp069	sub-pp069_task-walkFast_run-off	right_ankle	IC	43	40
3468	pp069	sub-pp069_task-walkFast_run-off	right_ankle	IC	242	239
3469	pp069	sub-pp069_task-walkFast_run-off	right_ankle	IC	438	435
3470	pp069	sub-pp069_task-walkFast_run-off	right_ankle	IC	642	
3471	pp069	sub-pp069_task-walkFast_run-off	right_ankle	FC	160	161
3472	pp069	sub-pp069_task-walkFast_run-off	right_ankle	FC	359	363
3473	pp069	sub-pp069_task-walkFast_run-off	right_ankle	FC	560	563
3474	pp069	sub-pp069_task-walkFast_run-off	left_shank	IC	142	141
3475	pp069	sub-pp069_task-walkFast_run-off	left_shank	IC	338	339
3476	pp069	sub-pp069_task-walkFast_run-off	left_shank	IC	537	538
3477	pp069	sub-pp069_task-walkFast_run-off	left_shank	FC	60	61
3478	pp069	sub-pp069_task-walkFast_run-off	left_shank	FC	258	260
3479	pp069	sub-pp069_task-walkFast_run-off	left_shank	FC	459	460
3480	pp069	sub-pp069_task-walkFast_run-off	right_shank	IC	43	39
3481	pp069	sub-pp069_task-walkFast_run-off	right_shank	IC	242	242
3482	pp069	sub-pp069_task-walkFast_run-off	right_shank	IC	438	438
3483	pp069	sub-pp069_task-walkFast_run-off	right_shank	IC	642	
3484	pp069	sub-pp069_task-walkFast_run-off	right_shank	FC	160	162
3485	pp069	sub-pp069_task-walkFast_run-off	right_shank	FC	359	362
3486	pp069	sub-pp069_task-walkFast_run-off	right_shank	FC	560	562
3487	pp069	sub-pp069_task-walkPreferred_run-off	left_ankle	IC	35	36
3488	pp069	sub-pp069_task-walkPreferred_run-off	left_ankle	IC	259	261
3489	pp069	sub-pp069_task-walkPreferred_run-off	left_ankle	IC	471	470
3490	pp069	sub-pp069_task-walkPreferred_run-off	left_ankle	IC	685	688
3491	pp069	sub-pp069_task-walkPreferred_run-off	left_ankle	FC	176	175
3492	pp069	sub-pp069_task-walkPreferred_run-off	left_ankle	FC	389	387
3493	pp069	sub-pp069_task-walkPreferred_run-off	left_ankle	FC	603	602
3494	pp069	sub-pp069_task-walkPreferred_run-off	left_ankle	FC	837	835
3495	pp069	sub-pp069_task-walkPreferred_run-off	right_ankle	IC	151	148
3496	pp069	sub-pp069_task-walkPreferred_run-off	right_ankle	IC	366	363
3497	pp069	sub-pp069_task-walkPreferred_run-off	right_ankle	IC	578	580
3498	pp069	sub-pp069_task-walkPreferred_run-off	right_ankle	IC	808	807
3499	pp069	sub-pp069_task-walkPreferred_run-off	right_ankle	FC	62	62
3500	pp069	sub-pp069_task-walkPreferred_run-off	right_ankle	FC	286	288
3501	pp069	sub-pp069_task-walkPreferred_run-off	right_ankle	FC	499	501
3502	pp069	sub-pp069_task-walkPreferred_run-off	right_ankle	FC	718	717
3503	pp069	sub-pp069_task-walkPreferred_run-off	left_shank	IC	35	36
3504	pp069	sub-pp069_task-walkPreferred_run-off	left_shank	IC	259	263
3505	pp069	sub-pp069_task-walkPreferred_run-off	left_shank	IC	471	473
3506	pp069	sub-pp069_task-walkPreferred_run-off	left_shank	IC	685	688
3507	pp069	sub-pp069_task-walkPreferred_run-off	left_shank	FC	176	178
3508	pp069	sub-pp069_task-walkPreferred_run-off	left_shank	FC	389	390
3509	pp069	sub-pp069_task-walkPreferred_run-off	left_shank	FC	603	605
3510	pp069	sub-pp069_task-walkPreferred_run-off	left_shank	FC	837	836
3511	pp069	sub-pp069_task-walkPreferred_run-off	right_shank	IC	151	154
3512	pp069	sub-pp069_task-walkPreferred_run-off	right_shank	IC	366	367
3513	pp069	sub-pp069_task-walkPreferred_run-off	right_shank	IC	578	580
3514	pp069	sub-pp069_task-walkPreferred_run-off	right_shank	IC	808	810
3515	pp069	sub-pp069_task-walkPreferred_run-off	right_shank	FC	62	65
3516	pp069	sub-pp069_task-walkPreferred_run-off	right_shank	FC	286	287
3517	pp069	sub-pp069_task-walkPreferred_run-off	right_shank	FC	499	499
3518	pp069	sub-pp069_task-walkPreferred_run-off	right_shank	FC	718	720
3519	pp069	sub-pp069_task-walkSlow_run-off	left_ankle	IC	26	28
3520	pp069	sub-pp069_task-walkSlow_run-off	left_ankle	IC	318	321
3521	pp069	sub-pp069_task-walkSlow_run-off	left_ankle	IC	604	608
3522	pp069	sub-pp069_task-walkSlow_run-off	left_ankle	IC	889	
3523	pp069	sub-pp069_task-walkSlow_run-off	left_ankle	IC	897	894
3524	pp069	sub-pp069_task-walkSlow_run-off	left_ankle	IC	1167	1173
3525	pp069	sub-pp069_task-walkSlow_run-off	left_ankle	FC	219	218
3526	pp069	sub-pp069_task-walkSlow_run-off	left_ankle	FC	510	509
3527	pp069	sub-pp069_task-walkSlow_run-off	left_ankle	FC	795	796
3528	pp069	sub-pp069_task-walkSlow_run-off	left_ankle	FC	1081	1083
3529	pp069	sub-pp069_task-walkSlow_run-off	left_ankle	FC	1356	1355
3530	pp069	sub-pp069_task-walkSlow_run-off	right_ankle	IC	178	180
3531	pp069	sub-pp069_task-walkSlow_run-off	right_ankle	IC	471	469
3532	pp069	sub-pp069_task-walkSlow_run-off	right_ankle	IC	728	753
3533	pp069	sub-pp069_task-walkSlow_run-off	right_ankle	IC	1030	1033
3534	pp069	sub-pp069_task-walkSlow_run-off	right_ankle	IC	1316	1314
3535	pp069	sub-pp069_task-walkSlow_run-off	right_ankle	FC	68	70
3536	pp069	sub-pp069_task-walkSlow_run-off	right_ankle	FC	360	358
3537	pp069	sub-pp069_task-walkSlow_run-off	right_ankle	FC	650	647
3538	pp069	sub-pp069_task-walkSlow_run-off	right_ankle	FC	930	930
3539	pp069	sub-pp069_task-walkSlow_run-off	right_ankle	FC	1206	1208
3540	pp069	sub-pp069_task-walkSlow_run-off	right_ankle	FC	1214	
3541	pp069	sub-pp069_task-walkSlow_run-off	left_shank	IC	26	30
3542	pp069	sub-pp069_task-walkSlow_run-off	left_shank	IC	318	318
3543	pp069	sub-pp069_task-walkSlow_run-off	left_shank	IC	604	610
3544	pp069	sub-pp069_task-walkSlow_run-off	left_shank	IC	889	
3545	pp069	sub-pp069_task-walkSlow_run-off	left_shank	IC	897	896
3546	pp069	sub-pp069_task-walkSlow_run-off	left_shank	IC	1167	1167
3547	pp069	sub-pp069_task-walkSlow_run-off	left_shank	FC	219	221
3548	pp069	sub-pp069_task-walkSlow_run-off	left_shank	FC	510	512
3549	pp069	sub-pp069_task-walkSlow_run-off	left_shank	FC	795	798
3550	pp069	sub-pp069_task-walkSlow_run-off	left_shank	FC	1081	1084
3551	pp069	sub-pp069_task-walkSlow_run-off	left_shank	FC	1356	1359
3552	pp069	sub-pp069_task-walkSlow_run-off	right_shank	IC	178	183
3553	pp069	sub-pp069_task-walkSlow_run-off	right_shank	IC	471	468
3554	pp069	sub-pp069_task-walkSlow_run-off	right_shank	IC	728	753
3555	pp069	sub-pp069_task-walkSlow_run-off	right_shank	IC	1030	1037
3556	pp069	sub-pp069_task-walkSlow_run-off	right_shank	IC	1316	1319
3557	pp069	sub-pp069_task-walkSlow_run-off	right_shank	FC	68	72
3558	pp069	sub-pp069_task-walkSlow_run-off	right_shank	FC	360	
3559	pp069	sub-pp069_task-walkSlow_run-off	right_shank	FC	650	656
3560	pp069	sub-pp069_task-walkSlow_run-off	right_shank	FC	930	932
3561	pp069	sub-pp069_task-walkSlow_run-off	right_shank	FC	1206	1209
3562	pp069	sub-pp069_task-walkSlow_run-off	right_shank	FC	1214	
3563	pp022	sub-pp022_task-walkFast_run-off	left_ankle	IC	43	40
3564	pp022	sub-pp022_task-walkFast_run-off	left_ankle	IC	253	251
3565	pp022	sub-pp022_task-walkFast_run-off	left_ankle	IC	454	454
3566	pp022	sub-pp022_task-walkFast_run-off	left_ankle	IC	666	664
3567	pp022	sub-pp022_task-walkFast_run-off	left_ankle	FC	172	171
3568	pp022	sub-pp022_task-walkFast_run-off	left_ankle	FC	373	376
3569	pp022	sub-pp022_task-walkFast_run-off	left_ankle	FC	585	587
3570	pp022	sub-pp022_task-walkFast_run-off	right_ankle	IC	147	146
3571	pp022	sub-pp022_task-walkFast_run-off	right_ankle	IC	352	353
3572	pp022	sub-pp022_task-walkFast_run-off	right_ankle	IC	560	559
3573	pp022	sub-pp022_task-walkFast_run-off	right_ankle	FC	65	67
3574	pp022	sub-pp022_task-walkFast_run-off	right_ankle	FC	273	274
3575	pp022	sub-pp022_task-walkFast_run-off	right_ankle	FC	479	479
3576	pp022	sub-pp022_task-walkFast_run-off	right_ankle	FC		689
3577	pp022	sub-pp022_task-walkFast_run-off	left_shank	IC	43	43
3578	pp022	sub-pp022_task-walkFast_run-off	left_shank	IC	253	252
3579	pp022	sub-pp022_task-walkFast_run-off	left_shank	IC	454	454
3580	pp022	sub-pp022_task-walkFast_run-off	left_shank	IC	666	
3581	pp022	sub-pp022_task-walkFast_run-off	left_shank	FC	172	172
3582	pp022	sub-pp022_task-walkFast_run-off	left_shank	FC	373	376
3583	pp022	sub-pp022_task-walkFast_run-off	left_shank	FC	585	586
3584	pp022	sub-pp022_task-walkFast_run-off	right_shank	IC	147	148
3585	pp022	sub-pp022_task-walkFast_run-off	right_shank	IC	352	353
3586	pp022	sub-pp022_task-walkFast_run-off	right_shank	IC	560	563
