	sub_id	filename_prefix	tracked_point	event_type	ix_ref	ix_pred
947	pp053	sub-pp053_task-walkFast_run-on	left_ankle	IC	1734	1720
948	pp053	sub-pp053_task-walkFast_run-on	left_ankle	FC	50	56
949	pp053	sub-pp053_task-walkFast_run-on	left_ankle	FC	273	281
950	pp053	sub-pp053_task-walkFast_run-on	left_ankle	FC	502	509
951	pp053	sub-pp053_task-walkFast_run-on	left_ankle	FC	728	737
952	pp053	sub-pp053_task-walkFast_run-on	left_ankle	FC	956	959
953	pp053	sub-pp053_task-walkFast_run-on	left_ankle	FC	1187	1190
954	pp053	sub-pp053_task-walkFast_run-on	left_ankle	FC	1419	1427
955	pp053	sub-pp053_task-walkFast_run-on	left_ankle	FC	1656	1658
956	pp053	sub-pp053_task-walkFast_run-on	left_ankle	FC	1886	1888
957	pp053	sub-pp053_task-walkFast_run-on	right_ankle	IC	10	5
958	pp053	sub-pp053_task-walkFast_run-on	right_ankle	IC	239	233
959	pp053	sub-pp053_task-walkFast_run-on	right_ankle	IC	470	462
960	pp053	sub-pp053_task-walkFast_run-on	right_ankle	IC	681	691
961	pp053	sub-pp053_task-walkFast_run-on	right_ankle	IC	915	919
962	pp053	sub-pp053_task-walkFast_run-on	right_ankle	IC	1136	
963	pp053	sub-pp053_task-walkFast_run-on	right_ankle	IC	1365	
964	pp053	sub-pp053_task-walkFast_run-on	right_ankle	IC	1608	1614
965	pp053	sub-pp053_task-walkFast_run-on	right_ankle	IC	1845	1838
966	pp053	sub-pp053_task-walkFast_run-on	right_ankle	FC	167	167
967	pp053	sub-pp053_task-walkFast_run-on	right_ankle	FC	393	394
968	pp053	sub-pp053_task-walkFast_run-on	right_ankle	FC	612	619
969	pp053	sub-pp053_task-walkFast_run-on	right_ankle	FC	840	844
970	pp053	sub-pp053_task-walkFast_run-on	right_ankle	FC	1077	1083
971	pp053	sub-pp053_task-walkFast_run-on	right_ankle	FC	1304	1304
972	pp053	sub-pp053_task-walkFast_run-on	right_ankle	FC	1549	1550
973	pp053	sub-pp053_task-walkFast_run-on	right_ankle	FC	1776	1775
974	pp053	sub-pp053_task-walkFast_run-on	left_shank	IC	118	
975	pp053	sub-pp053_task-walkFast_run-on	left_shank	IC	349	344
976	pp053	sub-pp053_task-walkFast_run-on	left_shank	IC	576	573
977	pp053	sub-pp053_task-walkFast_run-on	left_shank	IC	801	
978	pp053	sub-pp053_task-walkFast_run-on	left_shank	IC	1037	
979	pp053	sub-pp053_task-walkFast_run-on	left_shank	IC	1257	1257
980	pp053	sub-pp053_task-walkFast_run-on	left_shank	IC	1495	1499
981	pp053	sub-pp053_task-walkFast_run-on	left_shank	IC	1734	
982	pp053	sub-pp053_task-walkFast_run-on	left_shank	FC	50	53
983	pp053	sub-pp053_task-walkFast_run-on	left_shank	FC	273	274
984	pp053	sub-pp053_task-walkFast_run-on	left_shank	FC	502	501
985	pp053	sub-pp053_task-walkFast_run-on	left_shank	FC	728	728
986	pp053	sub-pp053_task-walkFast_run-on	left_shank	FC	956	955
987	pp053	sub-pp053_task-walkFast_run-on	left_shank	FC	1187	1193
988	pp053	sub-pp053_task-walkFast_run-on	left_shank	FC	1419	1420
989	pp053	sub-pp053_task-walkFast_run-on	left_shank	FC	1656	1660
990	pp053	sub-pp053_task-walkFast_run-on	left_shank	FC	1886	1890
991	pp053	sub-pp053_task-walkFast_run-on	right_shank	IC	10	
992	pp053	sub-pp053_task-walkFast_run-on	right_shank	IC	239	237
993	pp053	sub-pp053_task-walkFast_run-on	right_shank	IC	470	465
994	pp053	sub-pp053_task-walkFast_run-on	right_shank	IC	681	692
995	pp053	sub-pp053_task-walkFast_run-on	right_shank	IC	915	918
996	pp053	sub-pp053_task-walkFast_run-on	right_shank	IC	1136	1145
997	pp053	sub-pp053_task-walkFast_run-on	right_shank	IC	1365	1378
998	pp053	sub-pp053_task-walkFast_run-on	right_shank	IC	1608	
999	pp053	sub-pp053_task-walkFast_run-on	right_shank	IC	1845	1835
1000	pp053	sub-pp053_task-walkFast_run-on	right_shank	FC	167	168
1001	pp053	sub-pp053_task-walkFast_run-on	right_shank	FC	393	395
1002	pp053	sub-pp053_task-walkFast_run-on	right_shank	FC	612	620
1003	pp053	sub-pp053_task-walkFast_run-on	right_shank	FC	840	845
1004	pp053	sub-pp053_task-walkFast_run-on	right_shank	FC	1077	1084
1005	pp053	sub-pp053_task-walkFast_run-on	right_shank	FC	1304	1303
1006	pp053	sub-pp053_task-walkFast_run-on	right_shank	FC	1549	1553
1007	pp053	sub-pp053_task-walkFast_run-on	right_shank	FC	1776	1778
1008	pp053	sub-pp053_task-walkPreferred_run-on	left_ankle	IC	27	28
1009	pp053	sub-pp053_task-walkPreferred_run-on	left_ankle	IC	247	241
1010	pp053	sub-pp053_task-walkPreferred_run-on	left_ankle	IC	477	476
1011	pp053	sub-pp053_task-walkPreferred_run-on	left_ankle	IC	710	710
1012	pp053	sub-pp053_task-walkPreferred_run-on	left_ankle	IC	933	933
1013	pp053	sub-pp053_task-walkPreferred_run-on	left_ankle	IC	1148	1148
1014	pp053	sub-pp053_task-walkPreferred_run-on	left_ankle	IC	1382	1377
1015	pp053	sub-pp053_task-walkPreferred_run-on	left_ankle	IC	1613	1609
1016	pp053	sub-pp053_task-walkPreferred_run-on	left_ankle	FC	175	179
1017	pp053	sub-pp053_task-walkPreferred_run-on	left_ankle	FC	398	402
1018	pp053	sub-pp053_task-walkPreferred_run-on	left_ankle	FC	635	643
1019	pp053	sub-pp053_task-walkPreferred_run-on	left_ankle	FC	862	867
1020	pp053	sub-pp053_task-walkPreferred_run-on	left_ankle	FC	1090	1093
1021	pp053	sub-pp053_task-walkPreferred_run-on	left_ankle	FC	1305	1308
1022	pp053	sub-pp053_task-walkPreferred_run-on	left_ankle	FC	1541	1543
1023	pp053	sub-pp053_task-walkPreferred_run-on	left_ankle	FC	1784	
1024	pp053	sub-pp053_task-walkPreferred_run-on	right_ankle	IC	146	144
1025	pp053	sub-pp053_task-walkPreferred_run-on	right_ankle	IC	349	
1026	pp053	sub-pp053_task-walkPreferred_run-on	right_ankle	IC	591	599
1027	pp053	sub-pp053_task-walkPreferred_run-on	right_ankle	IC	817	826
1028	pp053	sub-pp053_task-walkPreferred_run-on	right_ankle	IC	1037	
1029	pp053	sub-pp053_task-walkPreferred_run-on	right_ankle	IC	1258	1266
1030	pp053	sub-pp053_task-walkPreferred_run-on	right_ankle	IC	1490	1498
1031	pp053	sub-pp053_task-walkPreferred_run-on	right_ankle	IC	1735	1736
1032	pp053	sub-pp053_task-walkPreferred_run-on	right_ankle	FC	73	74
1033	pp053	sub-pp053_task-walkPreferred_run-on	right_ankle	FC	291	292
1034	pp053	sub-pp053_task-walkPreferred_run-on	right_ankle	FC	524	525
1035	pp053	sub-pp053_task-walkPreferred_run-on	right_ankle	FC	755	757
1036	pp053	sub-pp053_task-walkPreferred_run-on	right_ankle	FC	983	984
1037	pp053	sub-pp053_task-walkPreferred_run-on	right_ankle	FC	1192	1195
1038	pp053	sub-pp053_task-walkPreferred_run-on	right_ankle	FC	1421	1429
1039	pp053	sub-pp053_task-walkPreferred_run-on	right_ankle	FC	1656	1662
1040	pp053	sub-pp053_task-walkPreferred_run-on	left_shank	IC	27	26
1041	pp053	sub-pp053_task-walkPreferred_run-on	left_shank	IC	247	
1042	pp053	sub-pp053_task-walkPreferred_run-on	left_shank	IC	477	
1043	pp053	sub-pp053_task-walkPreferred_run-on	left_shank	IC	710	
1044	pp053	sub-pp053_task-walkPreferred_run-on	left_shank	IC	933	
1045	pp053	sub-pp053_task-walkPreferred_run-on	left_shank	IC	1148	
1046	pp053	sub-pp053_task-walkPreferred_run-on	left_shank	IC	1382	
1047	pp053	sub-pp053_task-walkPreferred_run-on	left_shank	IC	1613	
1048	pp053	sub-pp053_task-walkPreferred_run-on	left_shank	FC	175	175
1049	pp053	sub-pp053_task-walkPreferred_run-on	left_shank	FC	398	403
1050	pp053	sub-pp053_task-walkPreferred_run-on	left_shank	FC	635	635
1051	pp053	sub-pp053_task-walkPreferred_run-on	left_shank	FC	862	868
1052	pp053	sub-pp053_task-walkPreferred_run-on	left_shank	FC	1090	1090
1053	pp053	sub-pp053_task-walkPreferred_run-on	left_shank	FC	1305	1304
1054	pp053	sub-pp053_task-walkPreferred_run-on	left_shank	FC	1541	1541
1055	pp053	sub-pp053_task-walkPreferred_run-on	left_shank	FC	1784	1780
1056	pp053	sub-pp053_task-walkPreferred_run-on	right_shank	IC	146	144
1057	pp053	sub-pp053_task-walkPreferred_run-on	right_shank	IC	349	363
1058	pp053	sub-pp053_task-walkPreferred_run-on	right_shank	IC	591	599
1059	pp053	sub-pp053_task-walkPreferred_run-on	right_shank	IC	817	827
1060	pp053	sub-pp053_task-walkPreferred_run-on	right_shank	IC	1037	1046
1061	pp053	sub-pp053_task-walkPreferred_run-on	right_shank	IC	1258	1266
1062	pp053	sub-pp053_task-walkPreferred_run-on	right_shank	IC	1490	1500
1063	pp053	sub-pp053_task-walkPreferred_run-on	right_shank	IC	1735	1739
1064	pp053	sub-pp053_task-walkPreferred_run-on	right_shank	FC	73	75
1065	pp053	sub-pp053_task-walkPreferred_run-on	right_shank	FC	291	295
1066	pp053	sub-pp053_task-walkPreferred_run-on	right_shank	FC	524	526
1067	pp053	sub-pp053_task-walkPreferred_run-on	right_shank	FC	755	758
1068	pp053	sub-pp053_task-walkPreferred_run-on	right_shank	FC	983	986
1069	pp053	sub-pp053_task-walkPreferred_run-on	right_shank	FC	1192	1194
1070	pp053	sub-pp053_task-walkPreferred_run-on	right_shank	FC	1421	1430
1071	pp053	sub-pp053_task-walkPreferred_run-on	right_shank	FC	1656	1663
1072	pp053	sub-pp053_task-walkSlow_run-on	left_ankle	IC	142	142
1073	pp053	sub-pp053_task-walkSlow_run-on	left_ankle	IC	357	359
1074	pp053	sub-pp053_task-walkSlow_run-on	left_ankle	IC	567	568
1075	pp053	sub-pp053_task-walkSlow_run-on	left_ankle	IC	792	792
1076	pp053	sub-pp053_task-walkSlow_run-on	left_ankle	IC	1012	1014
1077	pp053	sub-pp053_task-walkSlow_run-on	left_ankle	IC	1244	1242
1078	pp053	sub-pp053_task-walkSlow_run-on	left_ankle	IC	1474	1478
1079	pp053	sub-pp053_task-walkSlow_run-on	left_ankle	FC	67	69
1080	pp053	sub-pp053_task-walkSlow_run-on	left_ankle	FC	293	295
1081	pp053	sub-pp053_task-walkSlow_run-on	left_ankle	FC	502	501
1082	pp053	sub-pp053_task-walkSlow_run-on	left_ankle	FC	717	719
1083	pp053	sub-pp053_task-walkSlow_run-on	left_ankle	FC	938	940
1084	pp053	sub-pp053_task-walkSlow_run-on	left_ankle	FC	1169	1172
1085	pp053	sub-pp053_task-walkSlow_run-on	left_ankle	FC	1408	1411
1086	pp053	sub-pp053_task-walkSlow_run-on	left_ankle	FC	1645	1646
1087	pp053	sub-pp053_task-walkSlow_run-on	right_ankle	IC	25	31
1088	pp053	sub-pp053_task-walkSlow_run-on	right_ankle	IC	252	256
1089	pp053	sub-pp053_task-walkSlow_run-on	right_ankle	IC	462	469
1090	pp053	sub-pp053_task-walkSlow_run-on	right_ankle	IC	677	681
1091	pp053	sub-pp053_task-walkSlow_run-on	right_ankle	IC	896	903
1092	pp053	sub-pp053_task-walkSlow_run-on	right_ankle	IC	1118	1129
1093	pp053	sub-pp053_task-walkSlow_run-on	right_ankle	IC	1352	
1094	pp053	sub-pp053_task-walkSlow_run-on	right_ankle	IC	1587	
1095	pp053	sub-pp053_task-walkSlow_run-on	right_ankle	FC	183	182
1096	pp053	sub-pp053_task-walkSlow_run-on	right_ankle	FC	399	400
1097	pp053	sub-pp053_task-walkSlow_run-on	right_ankle	FC	611	612
1098	pp053	sub-pp053_task-walkSlow_run-on	right_ankle	FC	826	832
1099	pp053	sub-pp053_task-walkSlow_run-on	right_ankle	FC	1049	1057
1100	pp053	sub-pp053_task-walkSlow_run-on	right_ankle	FC	1287	1290
1101	pp053	sub-pp053_task-walkSlow_run-on	right_ankle	FC	1522	1529
1102	pp053	sub-pp053_task-walkSlow_run-on	left_shank	IC	142	147
1103	pp053	sub-pp053_task-walkSlow_run-on	left_shank	IC	357	
1104	pp053	sub-pp053_task-walkSlow_run-on	left_shank	IC	567	
1105	pp053	sub-pp053_task-walkSlow_run-on	left_shank	IC	792	
1106	pp053	sub-pp053_task-walkSlow_run-on	left_shank	IC	1012	
1107	pp053	sub-pp053_task-walkSlow_run-on	left_shank	IC	1244	
1108	pp053	sub-pp053_task-walkSlow_run-on	left_shank	IC	1474	
1109	pp053	sub-pp053_task-walkSlow_run-on	left_shank	FC	67	67
1110	pp053	sub-pp053_task-walkSlow_run-on	left_shank	FC	293	290
1111	pp053	sub-pp053_task-walkSlow_run-on	left_shank	FC	502	501
1112	pp053	sub-pp053_task-walkSlow_run-on	left_shank	FC	717	717
1113	pp053	sub-pp053_task-walkSlow_run-on	left_shank	FC	938	939
1114	pp053	sub-pp053_task-walkSlow_run-on	left_shank	FC	1169	1169
1115	pp053	sub-pp053_task-walkSlow_run-on	left_shank	FC	1408	1413
1116	pp053	sub-pp053_task-walkSlow_run-on	left_shank	FC	1645	1647
1117	pp053	sub-pp053_task-walkSlow_run-on	right_shank	IC	25	32
1118	pp053	sub-pp053_task-walkSlow_run-on	right_shank	IC	252	254
1119	pp053	sub-pp053_task-walkSlow_run-on	right_shank	IC	462	470
1120	pp053	sub-pp053_task-walkSlow_run-on	right_shank	IC	677	682
1121	pp053	sub-pp053_task-walkSlow_run-on	right_shank	IC	896	903
1122	pp053	sub-pp053_task-walkSlow_run-on	right_shank	IC	1118	1131
1123	pp053	sub-pp053_task-walkSlow_run-on	right_shank	IC	1352	1366
1124	pp053	sub-pp053_task-walkSlow_run-on	right_shank	IC	1587	1601
1125	pp053	sub-pp053_task-walkSlow_run-on	right_shank	FC	183	181
1126	pp053	sub-pp053_task-walkSlow_run-on	right_shank	FC	399	399
1127	pp053	sub-pp053_task-walkSlow_run-on	right_shank	FC	611	612
1128	pp053	sub-pp053_task-walkSlow_run-on	right_shank	FC	826	833
1129	pp053	sub-pp053_task-walkSlow_run-on	right_shank	FC	1049	1058
1130	pp053	sub-pp053_task-walkSlow_run-on	right_shank	FC	1287	1291
1131	pp053	sub-pp053_task-walkSlow_run-on	right_shank	FC	1522	1532
1132	pp059	sub-pp059_task-walkFast_run-off	left_ankle	IC	14	16
1133	pp059	sub-pp059_task-walkFast_run-off	left_ankle	IC	251	256
1134	pp059	sub-pp059_task-walkFast_run-off	left_ankle	IC	466	470
1135	pp059	sub-pp059_task-walkFast_run-off	left_ankle	IC	682	684
1136	pp059	sub-pp059_task-walkFast_run-off	left_ankle	IC	906	911
1137	pp059	sub-pp059_task-walkFast_run-off	left_ankle	FC	176	167
1138	pp059	sub-pp059_task-walkFast_run-off	left_ankle	FC	399	398
1139	pp059	sub-pp059_task-walkFast_run-off	left_ankle	FC	608	608
1140	pp059	sub-pp059_task-walkFast_run-off	left_ankle	FC	827	824
1141	pp059	sub-pp059_task-walkFast_run-off	left_ankle	FC	1068	1054
1142	pp059	sub-pp059_task-walkFast_run-off	right_ankle	IC	139	141
1143	pp059	sub-pp059_task-walkFast_run-off	right_ankle	IC	364	369
1144	pp059	sub-pp059_task-walkFast_run-off	right_ankle	IC	576	579
1145	pp059	sub-pp059_task-walkFast_run-off	right_ankle	IC	793	797
1146	pp059	sub-pp059_task-walkFast_run-off	right_ankle	IC	1027	1027
1147	pp059	sub-pp059_task-walkFast_run-off	right_ankle	FC	58	56
1148	pp059	sub-pp059_task-walkFast_run-off	right_ankle	FC	290	288
1149	pp059	sub-pp059_task-walkFast_run-off	right_ankle	FC	503	501
1150	pp059	sub-pp059_task-walkFast_run-off	right_ankle	FC	716	714
1151	pp059	sub-pp059_task-walkFast_run-off	right_ankle	FC	947	943
1152	pp059	sub-pp059_task-walkFast_run-off	left_shank	IC	14	12
1153	pp059	sub-pp059_task-walkFast_run-off	left_shank	IC	251	252
1154	pp059	sub-pp059_task-walkFast_run-off	left_shank	IC	466	467
1155	pp059	sub-pp059_task-walkFast_run-off	left_shank	IC	682	680
1156	pp059	sub-pp059_task-walkFast_run-off	left_shank	IC	906	908
1157	pp059	sub-pp059_task-walkFast_run-off	left_shank	FC	176	172
1158	pp059	sub-pp059_task-walkFast_run-off	left_shank	FC	399	396
1159	pp059	sub-pp059_task-walkFast_run-off	left_shank	FC	608	608
1160	pp059	sub-pp059_task-walkFast_run-off	left_shank	FC	827	824
1161	pp059	sub-pp059_task-walkFast_run-off	left_shank	FC	1068	1063
1162	pp059	sub-pp059_task-walkFast_run-off	right_shank	IC	139	141
1163	pp059	sub-pp059_task-walkFast_run-off	right_shank	IC	364	368
1164	pp059	sub-pp059_task-walkFast_run-off	right_shank	IC	576	578
1165	pp059	sub-pp059_task-walkFast_run-off	right_shank	IC	793	796
1166	pp059	sub-pp059_task-walkFast_run-off	right_shank	IC	1027	1028
1167	pp059	sub-pp059_task-walkFast_run-off	right_shank	FC	58	56
1168	pp059	sub-pp059_task-walkFast_run-off	right_shank	FC	290	289
1169	pp059	sub-pp059_task-walkFast_run-off	right_shank	FC	503	502
1170	pp059	sub-pp059_task-walkFast_run-off	right_shank	FC	716	715
1171	pp059	sub-pp059_task-walkFast_run-off	right_shank	FC	947	944
1172	pp059	sub-pp059_task-walkPreferred_run-off	left_ankle	IC	139	145
1173	pp059	sub-pp059_task-walkPreferred_run-off	left_ankle	IC	375	381
1174	pp059	sub-pp059_task-walkPreferred_run-off	left_ankle	IC	610	613
1175	pp059	sub-pp059_task-walkPreferred_run-off	left_ankle	IC	848	853
1176	pp059	sub-pp059_task-walkPreferred_run-off	left_ankle	IC	1085	1090
1177	pp059	sub-pp059_task-walkPreferred_run-off	left_ankle	FC	65	66
1178	pp059	sub-pp059_task-walkPreferred_run-off	left_ankle	FC	302	302
1179	pp059	sub-pp059_task-walkPreferred_run-off	left_ankle	FC	537	538
1180	pp059	sub-pp059_task-walkPreferred_run-off	left_ankle	FC	776	778
1181	pp059	sub-pp059_task-walkPreferred_run-off	left_ankle	FC	1010	1010
1182	pp059	sub-pp059_task-walkPreferred_run-off	left_ankle	FC		1248
1183	pp059	sub-pp059_task-walkPreferred_run-off	right_ankle	IC	15	24
1184	pp059	sub-pp059_task-walkPreferred_run-off	right_ankle	IC	258	266
1185	pp059	sub-pp059_task-walkPreferred_run-off	right_ankle	IC	496	502
1186	pp059	sub-pp059_task-walkPreferred_run-off	right_ankle	IC	736	741
1187	pp059	sub-pp059_task-walkPreferred_run-off	right_ankle	IC	965	972
1188	pp059	sub-pp059_task-walkPreferred_run-off	right_ankle	IC	1212	1213
1189	pp059	sub-pp059_task-walkPreferred_run-off	right_ankle	FC	185	183
1190	pp059	sub-pp059_task-walkPreferred_run-off	right_ankle	FC	419	418
1191	pp059	sub-pp059_task-walkPreferred_run-off	right_ankle	FC	651	646
1192	pp059	sub-pp059_task-walkPreferred_run-off	right_ankle	FC	894	894
1193	pp059	sub-pp059_task-walkPreferred_run-off	right_ankle	FC	1134	1130
1194	pp059	sub-pp059_task-walkPreferred_run-off	left_shank	IC	139	142
1195	pp059	sub-pp059_task-walkPreferred_run-off	left_shank	IC	375	378
1196	pp059	sub-pp059_task-walkPreferred_run-off	left_shank	IC	610	610
1197	pp059	sub-pp059_task-walkPreferred_run-off	left_shank	IC	848	849
1198	pp059	sub-pp059_task-walkPreferred_run-off	left_shank	IC	1085	1087
1199	pp059	sub-pp059_task-walkPreferred_run-off	left_shank	FC	65	64
1200	pp059	sub-pp059_task-walkPreferred_run-off	left_shank	FC	302	301
1201	pp059	sub-pp059_task-walkPreferred_run-off	left_shank	FC	537	536
1202	pp059	sub-pp059_task-walkPreferred_run-off	left_shank	FC	776	775
1203	pp059	sub-pp059_task-walkPreferred_run-off	left_shank	FC	1010	1006
1204	pp059	sub-pp059_task-walkPreferred_run-off	left_shank	FC		1249
1205	pp059	sub-pp059_task-walkPreferred_run-off	right_shank	IC	15	19
1206	pp059	sub-pp059_task-walkPreferred_run-off	right_shank	IC	258	264
1207	pp059	sub-pp059_task-walkPreferred_run-off	right_shank	IC	496	500
1208	pp059	sub-pp059_task-walkPreferred_run-off	right_shank	IC	736	739
1209	pp059	sub-pp059_task-walkPreferred_run-off	right_shank	IC	965	970
1210	pp059	sub-pp059_task-walkPreferred_run-off	right_shank	IC	1212	1212
1211	pp059	sub-pp059_task-walkPreferred_run-off	right_shank	FC	185	183
1212	pp059	sub-pp059_task-walkPreferred_run-off	right_shank	FC	419	418
1213	pp059	sub-pp059_task-walkPreferred_run-off	right_shank	FC	651	649
1214	pp059	sub-pp059_task-walkPreferred_run-off	right_shank	FC	894	894
1215	pp059	sub-pp059_task-walkPreferred_run-off	right_shank	FC	1134	1131
1216	pp059	sub-pp059_task-walkSlow_run-off	left_ankle	IC	170	176
1217	pp059	sub-pp059_task-walkSlow_run-off	left_ankle	IC	416	422
1218	pp059	sub-pp059_task-walkSlow_run-off	left_ankle	IC	666	674
1219	pp059	sub-pp059_task-walkSlow_run-off	left_ankle	IC	916	920
1220	pp059	sub-pp059_task-walkSlow_run-off	left_ankle	IC	1157	1161
1221	pp059	sub-pp059_task-walkSlow_run-off	left_ankle	IC	1412	1403
1222	pp059	sub-pp059_task-walkSlow_run-off	left_ankle	FC	92	93
1223	pp059	sub-pp059_task-walkSlow_run-off	left_ankle	FC	340	339
1224	pp059	sub-pp059_task-walkSlow_run-off	left_ankle	FC	590	590
1225	pp059	sub-pp059_task-walkSlow_run-off	left_ankle	FC	844	844
1226	pp059	sub-pp059_task-walkSlow_run-off	left_ankle	FC	1087	1086
1227	pp059	sub-pp059_task-walkSlow_run-off	left_ankle	FC	1333	1331
1228	pp059	sub-pp059_task-walkSlow_run-off	right_ankle	IC	41	44
1229	pp059	sub-pp059_task-walkSlow_run-off	right_ankle	IC	297	301
1230	pp059	sub-pp059_task-walkSlow_run-off	right_ankle	IC	542	547
1231	pp059	sub-pp059_task-walkSlow_run-off	right_ankle	IC	796	804
1232	pp059	sub-pp059_task-walkSlow_run-off	right_ankle	IC	1033	1039
1233	pp059	sub-pp059_task-walkSlow_run-off	right_ankle	IC	1288	1279
1234	pp059	sub-pp059_task-walkSlow_run-off	right_ankle	FC	218	216
1235	pp059	sub-pp059_task-walkSlow_run-off	right_ankle	FC	464	462
1236	pp059	sub-pp059_task-walkSlow_run-off	right_ankle	FC	719	718
1237	pp059	sub-pp059_task-walkSlow_run-off	right_ankle	FC	963	961
1238	pp059	sub-pp059_task-walkSlow_run-off	right_ankle	FC	1208	1203
1239	pp059	sub-pp059_task-walkSlow_run-off	right_ankle	FC	1426	
1240	pp059	sub-pp059_task-walkSlow_run-off	left_shank	IC	170	175
1241	pp059	sub-pp059_task-walkSlow_run-off	left_shank	IC	416	421
1242	pp059	sub-pp059_task-walkSlow_run-off	left_shank	IC	666	674
1243	pp059	sub-pp059_task-walkSlow_run-off	left_shank	IC	916	917
1244	pp059	sub-pp059_task-walkSlow_run-off	left_shank	IC	1157	1158
1245	pp059	sub-pp059_task-walkSlow_run-off	left_shank	IC	1412	
1246	pp059	sub-pp059_task-walkSlow_run-off	left_shank	FC	92	91
1247	pp059	sub-pp059_task-walkSlow_run-off	left_shank	FC	340	337
1248	pp059	sub-pp059_task-walkSlow_run-off	left_shank	FC	590	587
1249	pp059	sub-pp059_task-walkSlow_run-off	left_shank	FC	844	841
1250	pp059	sub-pp059_task-walkSlow_run-off	left_shank	FC	1087	1083
1251	pp059	sub-pp059_task-walkSlow_run-off	left_shank	FC	1333	1330
1252	pp059	sub-pp059_task-walkSlow_run-off	right_shank	IC	41	44
1253	pp059	sub-pp059_task-walkSlow_run-off	right_shank	IC	297	299
1254	pp059	sub-pp059_task-walkSlow_run-off	right_shank	IC	542	546
1255	pp059	sub-pp059_task-walkSlow_run-off	right_shank	IC	796	802
1256	pp059	sub-pp059_task-walkSlow_run-off	right_shank	IC	1033	1038
1257	pp059	sub-pp059_task-walkSlow_run-off	right_shank	IC	1288	1281
1258	pp059	sub-pp059_task-walkSlow_run-off	right_shank	FC	218	216
1259	pp059	sub-pp059_task-walkSlow_run-off	right_shank	FC	464	463
1260	pp059	sub-pp059_task-walkSlow_run-off	right_shank	FC	719	718
1261	pp059	sub-pp059_task-walkSlow_run-off	right_shank	FC	963	961
1262	pp059	sub-pp059_task-walkSlow_run-off	right_shank	FC	1208	1205
1263	pp059	sub-pp059_task-walkSlow_run-off	right_shank	FC	1426	
1264	pp102	sub-pp102_task-walkFast_run-off	left_ankle	IC	36	38
1265	pp102	sub-pp102_task-walkFast_run-off	left_ankle	IC	214	217
1266	pp102	sub-pp102_task-walkFast_run-off	left_ankle	IC	393	393
1267	pp102	sub-pp102_task-walkFast_run-off	left_ankle	IC	580	584
1268	pp102	sub-pp102_task-walkFast_run-off	left_ankle	FC	147	146
1269	pp102	sub-pp102_task-walkFast_run-off	left_ankle	FC	324	323
1270	pp102	sub-pp102_task-walkFast_run-off	left_ankle	FC	506	503
1271	pp102	sub-pp102_task-walkFast_run-off	right_ankle	IC	128	124
1272	pp102	sub-pp102_task-walkFast_run-off	right_ankle	IC	304	303
1273	pp102	sub-pp102_task-walkFast_run-off	right_ankle	IC	481	480
1274	pp102	sub-pp102_task-walkFast_run-off	right_ankle	FC	53	56
1275	pp102	sub-pp102_task-walkFast_run-off	right_ankle	FC	237	238
1276	pp102	sub-pp102_task-walkFast_run-off	right_ankle	FC	415	414
1277	pp102	sub-pp102_task-walkFast_run-off	right_ankle	FC	606	605
1278	pp102	sub-pp102_task-walkFast_run-off	left_shank	IC	36	37
1279	pp102	sub-pp102_task-walkFast_run-off	left_shank	IC	214	218
1280	pp102	sub-pp102_task-walkFast_run-off	left_shank	IC	393	396
1281	pp102	sub-pp102_task-walkFast_run-off	left_shank	IC	580	585
1282	pp102	sub-pp102_task-walkFast_run-off	left_shank	FC	147	147
1283	pp102	sub-pp102_task-walkFast_run-off	left_shank	FC	324	325
1284	pp102	sub-pp102_task-walkFast_run-off	left_shank	FC	506	506
1285	pp102	sub-pp102_task-walkFast_run-off	right_shank	IC	128	130
1286	pp102	sub-pp102_task-walkFast_run-off	right_shank	IC	304	308
1287	pp102	sub-pp102_task-walkFast_run-off	right_shank	IC	481	480
1288	pp102	sub-pp102_task-walkFast_run-off	right_shank	FC	53	57
1289	pp102	sub-pp102_task-walkFast_run-off	right_shank	FC	237	240
1290	pp102	sub-pp102_task-walkFast_run-off	right_shank	FC	415	415
1291	pp102	sub-pp102_task-walkFast_run-off	right_shank	FC	606	607
1292	pp102	sub-pp102_task-walkFast_run-on	left_ankle	IC	124	125
1293	pp102	sub-pp102_task-walkFast_run-on	left_ankle	IC	315	315
1294	pp102	sub-pp102_task-walkFast_run-on	left_ankle	IC	503	503
1295	pp102	sub-pp102_task-walkFast_run-on	left_ankle	FC	50	52
1296	pp102	sub-pp102_task-walkFast_run-on	left_ankle	FC	237	236
1297	pp102	sub-pp102_task-walkFast_run-on	left_ankle	FC	426	425
1298	pp102	sub-pp102_task-walkFast_run-on	left_ankle	FC	623	623
1299	pp102	sub-pp102_task-walkFast_run-on	right_ankle	IC	29	27
1300	pp102	sub-pp102_task-walkFast_run-on	right_ankle	IC	220	224
1301	pp102	sub-pp102_task-walkFast_run-on	right_ankle	IC	408	409
1302	pp102	sub-pp102_task-walkFast_run-on	right_ankle	IC	601	603
1303	pp102	sub-pp102_task-walkFast_run-on	right_ankle	FC	142	143
1304	pp102	sub-pp102_task-walkFast_run-on	right_ankle	FC	332	334
1305	pp102	sub-pp102_task-walkFast_run-on	right_ankle	FC	523	523
1306	pp102	sub-pp102_task-walkFast_run-on	right_ankle	FC		425
